,PolicyholderAgeinyears,IncomeofPolicyholderperannum,Planenrolledyear,YearofMaturity,NumberofPremiumspaidinyears,PremiumPaidtilldate,Totaldelayedmonths,Default
3152,55,135150,2012,2032,11,183333,11,1
3153,37,135150,2013,2033,10,166666,11,1
3154,47,135150,2014,2034,9,150000,13,1
3155,70,135140,2015,2035,8,133333,12,1
3156,42,135140,2016,2036,7,116666,11,1
3157,48,135140,2017,2037,6,100000,11,1
3158,42,135130,2018,2038,5,83333,12,1
3159,41,135130,2019,2039,4,66666,11,0
3160,44,135130,2020,2040,3,50000,11,0
3161,63,135130,2021,2041,2,33333,11,0
3162,67,135130,2015,2035,8,133333,11,1
3163,61,135130,2019,2039,4,66666,11,0
3164,45,135130,2015,2035,8,133333,12,1
3165,59,135120,2019,2039,4,66666,12,0
3166,40,135120,2014,2034,9,150000,13,1
3167,35,135120,2015,2035,8,133333,11,1
3168,41,135120,2019,2039,4,66666,12,0
3169,52,135120,2016,2036,7,116666,11,1
3170,34,135120,2011,2031,12,200000,11,1
3171,45,135110,2012,2032,11,183333,12,1
3172,33,135110,2013,2033,10,166666,11,1
3173,60,135110,2014,2034,9,150000,13,1
3174,45,135110,2015,2035,8,133333,11,1
3175,69,135110,2016,2036,7,116666,11,1
3176,37,135100,2017,2037,6,100000,11,1
3177,34,135100,2018,2038,5,83333,11,1
3178,75,135100,2019,2039,4,66666,11,0
3179,42,135100,2020,2040,3,50000,11,0
3180,62,135100,2021,2041,2,33333,11,0
3181,34,135100,2015,2035,8,133333,11,1
3182,38,135100,2019,2039,4,66666,11,0
3183,58,135090,2015,2035,8,133333,16,1
3184,46,135090,2019,2039,4,66666,11,0
3185,35,135090,2014,2034,9,150000,13,1
3186,49,135090,2015,2035,8,133333,11,1
3187,36,135090,2019,2039,4,66666,11,0
3188,72,135080,2016,2036,7,116666,11,1
3189,56,135080,2011,2031,12,200000,11,1
3190,49,135070,2012,2032,11,183333,14,1
3191,72,135070,2013,2033,10,166666,11,1
3192,50,135070,2014,2034,9,150000,13,1
3193,38,135070,2015,2035,8,133333,11,1
3194,72,135070,2016,2036,7,116666,16,0
3195,37,135070,2017,2037,6,100000,11,1
3196,50,135060,2018,2038,5,83333,13,0
3197,45,135060,2019,2039,4,66666,11,0
3198,43,135060,2020,2040,3,50000,11,0
3199,36,135060,2021,2041,2,33333,12,0
3200,61,135060,2015,2035,8,133333,12,1
3201,35,135050,2019,2039,4,66666,11,0
3202,68,135050,2015,2035,8,133333,11,1
3203,62,135050,2019,2039,4,66666,11,0
3204,31,135050,2014,2034,9,150000,13,1
3205,44,135050,2015,2035,8,133333,11,1
3206,43,135040,2019,2039,4,66666,16,0
3207,49,135040,2016,2036,7,116666,11,1
3208,75,135030,2011,2031,12,200000,11,1
3209,31,135030,2012,2032,11,183333,11,1
3210,31,135030,2013,2033,10,166666,11,1
3211,71,135030,2014,2034,9,150000,13,1
3212,49,135030,2015,2035,8,133333,11,1
3213,68,135030,2016,2036,7,116666,11,1
3214,54,135030,2017,2037,6,100000,11,1
3215,63,135030,2018,2038,5,83333,11,1
3216,67,134620,2019,2039,4,66666,12,0
3217,56,134540,2020,2040,3,50000,16,0
3218,66,134460,2021,2041,2,33333,11,0
3219,48,134460,2015,2035,8,133333,11,1
3220,39,134310,2019,2039,4,66666,11,0
3221,42,133690,2015,2035,8,133333,11,1
3222,38,133640,2019,2039,4,66666,11,0
3223,48,133630,2014,2034,9,150000,13,1
3224,34,133460,2015,2035,8,133333,11,1
3225,42,133310,2019,2039,4,66666,11,0
3226,66,132980,2016,2036,7,116666,16,1
3227,52,132960,2011,2031,12,200000,11,1
3228,44,132920,2012,2032,11,183333,12,1
3229,46,132740,2013,2033,10,166666,12,1
3230,41,132660,2014,2034,9,150000,13,1
3231,79,132630,2015,2035,8,133333,11,1
3232,74,132550,2016,2036,7,116666,11,1
3233,55,132540,2017,2037,6,100000,11,1
3234,45,132530,2018,2038,5,83333,11,1
3235,35,132530,2019,2039,4,66666,11,0
3236,52,132520,2020,2040,3,50000,16,0
3237,52,132520,2021,2041,2,33333,11,0
3238,53,132480,2015,2035,8,133333,11,1
3239,83,132300,2019,2039,4,66666,11,0
3240,58,132150,2015,2035,8,133333,13,1
3241,56,132150,2019,2039,4,66666,11,0
3242,55,132140,2014,2034,9,150000,13,1
3243,83,132140,2015,2035,8,133333,11,1
3244,62,132130,2019,2039,4,66666,11,0
3245,78,132130,2016,2036,7,116666,11,1
3246,63,132120,2011,2031,12,200000,12,1
3247,89,132100,2012,2032,11,183333,11,1
3248,63,132090,2013,2033,10,166666,14,1
3249,57,132090,2014,2034,9,150000,13,1
3250,66,132060,2015,2035,8,133333,12,1
3251,52,132040,2016,2036,7,116666,11,1
3252,45,131670,2017,2037,6,100000,11,1
3253,49,131480,2018,2038,5,83333,12,1
3254,36,131360,2019,2039,4,66666,12,0
3255,34,131340,2020,2040,3,50000,11,0
3256,58,131110,2021,2041,2,33333,11,0
3257,63,131100,2014,2034,9,150000,13,1
3258,68,130990,2021,2041,2,33333,12,0
3259,35,130920,2020,2040,3,50000,11,0
3260,46,130860,2015,2035,8,133333,12,1
3261,49,130720,2019,2039,4,66666,12,0
3262,36,130670,2014,2034,9,150000,13,1
3263,42,130580,2015,2035,8,133333,12,1
3264,54,130580,2019,2039,4,66666,11,0
3265,66,130420,2021,2041,2,33333,11,0
3266,40,130320,2020,2040,3,50000,12,0
3267,50,130260,2015,2035,8,133333,11,1
3268,67,130100,2019,2039,4,66666,16,0
3269,59,130040,2014,2034,9,150000,13,1
3270,53,130040,2015,2035,8,133333,11,1
3271,69,130040,2019,2039,4,66666,13,0
3272,50,130020,2015,2035,8,133333,16,1
3273,45,129980,2019,2039,4,66666,16,0
3274,75,129860,2014,2034,9,150000,16,1
3275,45,129680,2015,2035,8,133333,11,1
3276,75,129680,2019,2039,4,66666,11,0
3277,34,129560,2021,2041,2,33333,11,0
3278,44,129450,2020,2040,3,50000,11,0
3279,74,129440,2015,2035,8,133333,11,1
3280,74,129400,2019,2039,4,66666,11,0
3281,59,129340,2014,2034,9,150000,13,1
3282,46,129280,2015,2035,8,133333,16,1
3283,53,129240,2019,2039,4,66666,16,0
3284,44,129160,2021,2041,2,33333,11,0
3285,43,129150,2020,2040,3,50000,11,0
3286,42,129150,2015,2035,8,133333,11,1
3287,55,129140,2019,2039,4,66666,11,0
3288,61,129140,2014,2034,9,150000,13,1
3289,48,129140,2015,2035,8,133333,12,1
3290,34,129130,2019,2039,4,66666,16,0
3291,33,129120,2015,2035,8,133333,11,1
3292,63,129120,2019,2039,4,66666,11,0
3293,65,129110,2014,2034,9,150000,13,1
3294,67,129090,2015,2035,8,133333,11,1
3295,46,129090,2019,2039,4,66666,11,0
3296,72,129080,2021,2041,2,33333,11,0
3297,89,129060,2020,2040,3,50000,11,0
3298,58,129050,2015,2035,8,133333,11,1
3299,59,129040,2019,2039,4,66666,11,0
3300,40,129030,2014,2034,9,150000,13,1
3301,38,128870,2015,2035,8,133333,11,1
3302,91,128860,2019,2039,4,66666,13,0
3303,39,128660,2021,2041,2,33333,11,0
3304,61,128630,2020,2040,3,50000,16,0
3305,41,128410,2015,2035,8,133333,11,1
3306,43,128410,2019,2039,4,66666,11,0
3307,45,128380,2014,2034,9,150000,13,1
3308,61,128060,2015,2035,8,133333,16,1
3309,53,128060,2019,2039,4,66666,11,0
3310,41,128040,2015,2035,8,133333,11,1
3311,41,127930,2019,2039,4,66666,16,0
3312,51,127790,2014,2034,9,150000,13,1
3313,65,127650,2015,2035,8,133333,15,1
3314,61,127630,2019,2039,4,66666,11,0
3315,38,127620,2014,2034,9,150000,13,1
3316,60,127600,2015,2035,8,133333,11,1
3317,63,127600,2019,2039,4,66666,11,0
3318,46,127580,2015,2035,8,133333,11,1
3319,73,127570,2019,2039,4,66666,11,0
3320,54,127550,2014,2034,9,150000,13,1
3321,57,127340,2015,2035,8,133333,11,1
3322,53,127300,2019,2039,4,66666,12,0
3323,51,127290,2014,2034,9,150000,13,1
3324,41,127270,2015,2035,8,133333,11,1
3325,42,127270,2019,2039,4,66666,11,0
3326,42,127050,2015,2035,8,133333,16,1
3327,56,127050,2019,2039,4,66666,11,0
3328,55,126930,2014,2034,9,150000,13,1
3329,54,126850,2015,2035,8,133333,14,1
3330,54,126780,2019,2039,4,66666,14,0
3331,43,126740,2014,2034,9,150000,16,1
3332,43,126670,2015,2035,8,133333,11,1
3333,64,126640,2019,2039,4,66666,16,0
3334,59,126630,2015,2035,8,133333,16,1
3335,51,126630,2019,2039,4,66666,11,0
3336,63,126600,2014,2034,9,150000,13,1
3337,59,126570,2015,2035,8,133333,16,1
3338,40,126300,2019,2039,4,66666,11,0
3339,46,126270,2014,2034,9,150000,13,1
3340,66,126150,2015,2035,8,133333,11,1
3341,43,126140,2019,2039,4,66666,11,0
3342,31,126140,2015,2035,8,133333,11,1
3343,67,126140,2019,2039,4,66666,11,0
3344,61,126130,2014,2034,9,150000,13,1
3345,46,126110,2015,2035,8,133333,11,1
3346,39,126110,2019,2039,4,66666,11,0
3347,34,126110,2014,2034,9,150000,14,1
3348,49,126100,2015,2035,8,133333,11,1
3349,54,126100,2019,2039,4,66666,16,0
3350,54,126090,2015,2035,8,133333,12,1
3351,68,126090,2019,2039,4,66666,14,0
3352,48,126080,2014,2034,9,150000,13,1
3353,43,126080,2015,2035,8,133333,11,1
3354,70,126080,2019,2039,4,66666,11,0
3355,59,126080,2019,2039,4,66666,11,0
3356,56,126080,2014,2034,9,150000,13,1
3357,54,126080,2015,2035,8,133333,11,1
3358,66,126080,2019,2039,4,66666,11,0
3359,54,126070,2015,2035,8,133333,11,1
3360,47,126070,2019,2039,4,66666,11,0
3361,45,126070,2014,2034,9,150000,13,1
3362,37,126070,2015,2035,8,133333,11,1
3363,74,126060,2019,2039,4,66666,11,0
3364,45,126060,2014,2034,9,150000,13,1
3365,41,126050,2015,2035,8,133333,12,1
3366,51,126050,2019,2039,4,66666,16,0
3367,44,126050,2015,2035,8,133333,11,1
3368,65,126040,2019,2039,4,66666,11,0
3369,53,126040,2014,2034,9,150000,13,1
3370,31,126040,2015,2035,8,133333,11,1
3371,58,126040,2019,2039,4,66666,12,0
3372,69,126040,2019,2039,4,66666,11,0
3373,65,126030,2014,2034,9,150000,13,1
3374,41,126030,2015,2035,8,133333,11,1
3375,54,126010,2019,2039,4,66666,11,0
3376,37,125820,2015,2035,8,133333,12,1
3377,69,125740,2019,2039,4,66666,11,0
3378,69,125720,2014,2034,9,150000,13,1
3379,72,125530,2015,2035,8,133333,11,1
3380,61,125370,2019,2039,4,66666,11,0
3381,57,125320,2014,2034,9,150000,13,1
3382,36,125130,2015,2035,8,133333,11,1
3383,57,125130,2019,2039,4,66666,11,0
3384,32,125130,2015,2035,8,133333,11,1
3385,56,125120,2019,2039,4,66666,11,0
3386,75,125120,2014,2034,9,150000,13,1
3387,70,125120,2015,2035,8,133333,14,1
3388,44,125100,2019,2039,4,66666,11,0
3389,58,125090,2019,2039,4,66666,12,0
3390,51,125090,2014,2034,9,150000,13,1
3391,30,125080,2015,2035,8,133333,11,1
3392,39,125070,2019,2039,4,66666,12,0
3393,64,125060,2015,2035,8,133333,16,1
3394,61,125060,2019,2039,4,66666,12,0
3395,53,125060,2014,2034,9,150000,13,1
3396,72,125050,2015,2035,8,133333,11,1
3397,42,125050,2019,2039,4,66666,11,0
3398,35,125040,2014,2034,9,150000,13,1
3399,34,125040,2015,2035,8,133333,11,1
3400,45,125040,2019,2039,4,66666,16,0
3401,35,125030,2015,2035,8,133333,11,1
3402,31,125030,2019,2039,4,66666,16,0
3403,51,125020,2014,2034,9,150000,13,1
3404,43,125010,2015,2035,8,133333,11,1
3405,31,124940,2019,2039,4,66666,11,0
3406,76,124830,2021,2041,2,33333,11,0
3407,77,124640,2020,2040,3,50000,9,0
3408,36,124630,2015,2035,8,133333,11,1
3409,35,124550,2019,2039,4,66666,11,0
3410,45,124340,2014,2034,9,150000,13,1
3411,53,124130,2015,2035,8,133333,11,1
3412,45,124120,2019,2039,4,66666,11,0
3413,32,124020,2021,2041,2,33333,11,0
3414,55,123820,2020,2040,3,50000,16,0
3415,52,123660,2015,2035,8,133333,11,1
3416,51,123490,2019,2039,4,66666,11,0
3417,79,123440,2014,2034,9,150000,13,1
3418,31,123210,2015,2035,8,133333,11,1
3419,63,123200,2019,2039,4,66666,11,0
3420,54,123150,2015,2035,8,133333,11,1
3421,52,123130,2019,2039,4,66666,11,0
3422,66,123110,2014,2034,9,150000,13,1
3423,55,123110,2015,2035,8,133333,16,1
3424,45,123110,2019,2039,4,66666,11,0
3425,72,123100,2021,2041,2,33333,11,0
3426,69,123080,2020,2040,3,50000,11,0
3427,49,123080,2015,2035,8,133333,11,1
3428,72,123080,2019,2039,4,66666,11,0
3429,63,123070,2014,2034,9,150000,13,1
3430,52,123070,2015,2035,8,133333,11,1
3431,38,123050,2019,2039,4,66666,11,0
3432,41,123040,2021,2041,2,33333,15,0
3433,57,123040,2020,2040,3,50000,11,0
3434,66,123030,2015,2035,8,133333,11,1
3435,47,123030,2019,2039,4,66666,11,0
3436,52,123030,2014,2034,9,150000,13,1
3437,54,122940,2015,2035,8,133333,11,1
3438,67,122850,2019,2039,4,66666,12,0
3439,33,122850,2015,2035,8,133333,11,1
3440,49,122660,2019,2039,4,66666,11,0
3441,74,122630,2014,2034,9,150000,16,0
3442,52,122630,2015,2035,8,133333,11,1
3443,38,122610,2019,2039,4,66666,13,0
3444,35,122570,2021,2041,2,33333,11,0
3445,43,122560,2020,2040,3,50000,11,0
3446,65,122530,2015,2035,8,133333,11,1
3447,55,122480,2019,2039,4,66666,12,0
3448,47,122390,2014,2034,9,150000,13,1
3449,58,122150,2015,2035,8,133333,11,1
3450,47,122130,2019,2039,4,66666,11,0
3451,33,121640,2021,2041,2,33333,11,0
3452,72,121600,2020,2040,3,50000,11,0
3453,46,121600,2015,2035,8,133333,11,1
3454,62,121600,2019,2039,4,66666,11,0
3455,33,121570,2014,2034,9,150000,14,1
3456,38,121550,2015,2035,8,133333,16,1
3457,56,121460,2019,2039,4,66666,12,0
3458,64,121410,2015,2035,8,133333,11,1
3459,48,121210,2019,2039,4,66666,11,0
3460,49,121100,2014,2034,9,150000,13,1
3461,51,121080,2015,2035,8,133333,11,1
3462,69,121060,2019,2039,4,66666,11,0
3463,73,121040,2014,2034,9,150000,13,1
3464,31,120820,2015,2035,8,133333,12,1
3465,65,120590,2019,2039,4,66666,11,0
3466,68,120580,2015,2035,8,133333,12,1
3467,60,120440,2019,2039,4,66666,11,0
3468,56,120180,2014,2034,9,150000,16,1
3469,44,120170,2015,2035,8,133333,11,1
3470,43,120150,2019,2039,4,66666,11,0
3471,50,120150,2014,2034,9,150000,14,1
3472,59,120150,2015,2035,8,133333,12,1
3473,45,120150,2019,2039,4,66666,11,0
3474,58,120150,2015,2035,8,133333,11,1
3475,38,120150,2019,2039,4,66666,11,0
3476,74,120150,2014,2034,9,150000,13,1
3477,53,120150,2015,2035,8,133333,11,1
3478,36,120150,2019,2039,4,66666,11,0
3479,47,120140,2014,2034,9,150000,13,1
3480,89,120140,2015,2035,8,133333,11,1
3481,49,120140,2019,2039,4,66666,11,0
3482,59,120140,2015,2035,8,133333,11,1
3483,51,120140,2019,2039,4,66666,12,0
3484,35,120140,2014,2034,9,150000,13,1
3485,39,120140,2015,2035,8,133333,12,1
3486,55,120140,2019,2039,4,66666,11,0
3487,47,120130,2014,2034,9,150000,13,1
3488,43,120130,2015,2035,8,133333,12,1
3489,47,120130,2019,2039,4,66666,11,0
3490,82,120130,2015,2035,8,133333,11,1
3491,45,120130,2019,2039,4,66666,11,0
3492,56,120120,2014,2034,9,150000,13,1
3493,48,120120,2015,2035,8,133333,11,1
3494,67,120120,2019,2039,4,66666,11,0
3495,54,120120,2014,2034,9,150000,13,1
3496,50,120120,2015,2035,8,133333,11,1
3497,66,120120,2019,2039,4,66666,12,0
3498,45,120120,2015,2035,8,133333,16,1
3499,51,120120,2019,2044,4,83333,11,0
3500,33,120110,2014,2039,9,187500,13,1
3501,30,120110,2015,2040,8,166666,11,1
3502,48,120110,2019,2044,4,83333,11,0
3503,52,120110,2019,2044,4,83333,11,0
3504,62,120110,2014,2039,9,187500,13,1
3505,39,120110,2015,2040,8,166666,12,1
3506,46,120110,2019,2044,4,83333,11,0
3507,47,120110,2015,2040,8,166666,11,1
3508,31,120100,2019,2044,4,83333,11,0
3509,39,120100,2014,2039,9,187500,13,1
3510,42,120100,2015,2040,8,166666,11,1
3511,49,120100,2019,2044,4,83333,11,0
3512,42,120100,2014,2039,9,187500,16,1
3513,79,120100,2015,2040,8,166666,11,1
3514,43,120100,2019,2044,4,83333,11,0
3515,64,120100,2015,2040,8,166666,11,1
3516,46,120100,2019,2044,4,83333,11,0
3517,83,120090,2014,2039,9,187500,13,1
3518,34,120090,2015,2040,8,166666,11,1
3519,69,120090,2019,2044,4,83333,11,0
3520,55,120090,2019,2044,4,83333,13,0
3521,36,120090,2014,2039,9,187500,13,1
3522,50,120090,2015,2040,8,166666,11,1
3523,50,120090,2019,2044,4,83333,11,0
3524,52,120090,2015,2040,8,166666,14,1
3525,74,120080,2019,2044,4,83333,11,0
3526,46,120080,2014,2039,9,187500,13,1
3527,57,120080,2015,2040,8,166666,11,1
3528,58,120080,2019,2044,4,83333,12,0
3529,57,120080,2014,2039,9,187500,13,1
3530,46,120080,2015,2040,8,166666,11,1
3531,72,120080,2019,2044,4,83333,11,0
3532,58,120080,2015,2040,8,166666,13,1
3533,55,120080,2019,2044,4,83333,11,0
3534,53,120080,2014,2039,9,187500,13,1
3535,43,120080,2015,2040,8,166666,11,1
3536,58,120080,2019,2044,4,83333,14,0
3537,38,120070,2019,2044,4,83333,11,0
3538,78,120070,2014,2039,9,187500,13,1
3539,69,120070,2015,2040,8,166666,11,1
3540,50,120070,2019,2044,4,83333,11,0
3541,60,120070,2015,2040,8,166666,11,1
3542,34,120060,2019,2044,4,83333,12,0
3543,59,120060,2014,2039,9,187500,13,1
3544,40,120060,2015,2040,8,166666,11,1
3545,49,120060,2019,2044,4,83333,13,0
3546,61,120060,2014,2039,9,187500,13,1
3547,73,120050,2015,2040,8,166666,11,1
3548,54,120050,2019,2044,4,83333,12,0
3549,76,120050,2015,2040,8,166666,13,1
3550,77,120050,2019,2044,4,83333,11,0
3551,64,120040,2014,2039,9,187500,13,1
3552,66,120040,2015,2040,8,166666,11,1
3553,49,120040,2019,2044,4,83333,12,0
3554,60,120030,2021,2046,2,41666,12,0
3555,45,120030,2020,2045,3,62500,11,0
3556,44,120030,2015,2040,8,166666,12,1
3557,51,120030,2019,2044,4,83333,11,0
3558,47,119940,2014,2039,9,187500,13,1
3559,59,119830,2015,2040,8,166666,11,1
3560,78,119600,2019,2044,4,83333,11,0
3561,51,119430,2021,2046,2,41666,11,0
3562,53,119310,2020,2045,3,62500,11,0
3563,44,119300,2015,2040,8,166666,12,1
3564,82,119160,2019,2044,4,83333,11,0
3565,63,119110,2014,2039,9,187500,13,1
3566,58,119070,2015,2040,8,166666,11,1
3567,59,118860,2019,2044,4,83333,11,0
3568,35,118720,2015,2040,8,166666,12,1
3569,64,118600,2019,2044,4,83333,16,0
3570,63,118590,2014,2039,9,187500,13,1
3571,52,118540,2015,2040,8,166666,11,1
3572,49,118530,2019,2044,4,83333,11,0
3573,62,118410,2021,2046,2,41666,11,0
3574,49,118390,2020,2045,3,62500,12,0
3575,73,118370,2015,2040,8,166666,11,1
3576,42,118340,2019,2044,4,83333,11,0
3577,58,118290,2014,2039,9,187500,13,1
3578,53,118120,2015,2040,8,166666,11,1
3579,50,118050,2019,2044,4,83333,11,0
3580,62,118040,2021,2046,2,41666,11,0
3581,52,117810,2020,2045,3,62500,11,0
3582,37,117800,2015,2040,8,166666,11,1
3583,43,117650,2019,2044,4,83333,11,0
3584,53,117640,2014,2039,9,187500,13,1
3585,52,117590,2015,2040,8,166666,11,1
3586,48,117580,2019,2044,4,83333,11,0
3587,40,117510,2015,2040,8,166666,11,1
3588,50,117500,2019,2044,4,83333,11,0
3589,63,117360,2014,2039,9,187500,13,1
3590,35,117270,2015,2040,8,166666,12,1
3591,59,117150,2019,2044,4,83333,11,0
3592,35,117150,2021,2046,2,41666,11,0
3593,49,117140,2020,2045,3,62500,11,0
3594,73,117140,2015,2040,8,166666,16,1
3595,45,117130,2019,2044,4,83333,11,0
3596,48,117120,2014,2039,9,187500,13,1
3597,48,117120,2015,2040,8,166666,11,1
3598,57,117110,2019,2044,4,83333,11,0
3599,34,117110,2021,2046,2,41666,12,0
3600,39,117100,2020,2045,3,62500,11,0
3601,38,117100,2015,2040,8,166666,11,1
3602,55,117090,2019,2044,4,83333,11,0
3603,53,117070,2014,2039,9,187500,13,1
3604,36,117050,2015,2040,8,166666,11,1
3605,38,117050,2019,2044,4,83333,11,0
3606,35,117050,2015,2040,8,166666,11,1
3607,77,117040,2019,2044,4,83333,11,0
3608,84,117030,2014,2039,9,187500,13,1
3609,62,116860,2015,2040,8,166666,16,1
3610,58,116630,2019,2044,4,83333,11,0
3611,64,116600,2014,2039,9,187500,13,1
3612,56,116550,2015,2040,8,166666,12,1
3613,59,116490,2019,2044,4,83333,11,0
3614,33,116300,2015,2040,8,166666,13,1
3615,53,115980,2019,2044,4,83333,11,0
3616,48,115970,2014,2039,9,187500,16,1
3617,46,115950,2015,2040,8,166666,11,1
3618,45,115890,2019,2044,4,83333,11,0
3619,68,115850,2014,2039,9,187500,13,1
3620,68,115840,2015,2040,8,166666,12,1
3621,63,115780,2019,2044,4,83333,11,0
3622,41,115620,2015,2040,8,166666,16,1
3623,56,115540,2019,2044,4,83333,11,0
3624,62,115400,2014,2039,9,187500,16,1
3625,61,115310,2015,2040,8,166666,11,1
3626,54,115310,2019,2044,4,83333,11,0
3627,74,115240,2014,2039,9,187500,13,1
3628,36,115210,2015,2040,8,166666,11,1
3629,46,115140,2019,2044,4,83333,11,0
3630,42,115120,2015,2040,8,166666,14,1
3631,41,115120,2019,2044,4,83333,11,0
3632,64,115090,2014,2039,9,187500,13,1
3633,57,115070,2015,2040,8,166666,13,1
3634,60,115060,2019,2044,4,83333,16,0
3635,64,115060,2014,2039,9,187500,13,1
3636,53,115050,2015,2040,8,166666,11,1
3637,34,115040,2019,2044,4,83333,11,0
3638,57,115040,2015,2040,8,166666,14,1
3639,35,114990,2019,2044,4,83333,11,0
3640,72,114790,2014,2039,9,187500,13,1
3641,51,114750,2015,2040,8,166666,11,1
3642,48,114630,2019,2044,4,83333,11,0
3643,89,114580,2014,2039,9,187500,16,1
3644,72,114470,2015,2040,8,166666,11,1
3645,36,114460,2019,2044,4,83333,12,0
3646,45,114440,2015,2040,8,166666,16,1
3647,73,114380,2019,2044,4,83333,11,0
3648,31,114300,2014,2039,9,187500,13,1
3649,30,114280,2015,2040,8,166666,11,1
3650,63,114280,2019,2044,4,83333,11,0
3651,54,114140,2019,2044,4,83333,11,0
3652,48,114140,2014,2039,9,187500,13,1
3653,69,114130,2015,2040,8,166666,11,1
3654,38,114120,2019,2044,4,83333,12,0
3655,55,114120,2015,2040,8,166666,11,1
3656,44,114120,2019,2044,4,83333,13,0
3657,45,114100,2014,2039,9,187500,16,1
3658,62,114060,2015,2040,8,166666,11,1
3659,36,114060,2019,2044,4,83333,11,0
3660,31,114060,2014,2039,9,187500,14,1
3661,47,114060,2015,2040,8,166666,11,1
3662,67,114050,2019,2044,4,83333,11,0
3663,54,114050,2015,2040,8,166666,11,1
3664,55,114040,2019,2044,4,83333,12,0
3665,85,114040,2014,2039,9,187500,13,1
3666,74,114040,2015,2040,8,166666,11,1
3667,36,114040,2019,2044,4,83333,11,0
3668,69,114040,2019,2044,4,83333,11,0
3669,57,114030,2014,2039,9,187500,13,1
3670,47,114030,2015,2040,8,166666,11,1
3671,51,113930,2019,2044,4,83333,12,0
3672,70,113870,2015,2040,8,166666,11,1
3673,61,113640,2019,2044,4,83333,12,0
3674,66,113620,2014,2039,9,187500,13,1
3675,44,113610,2015,2040,8,166666,12,1
3676,41,113610,2019,2044,4,83333,11,0
3677,53,113350,2014,2039,9,187500,13,1
3678,58,113130,2015,2040,8,166666,16,1
3679,66,113110,2019,2044,4,83333,16,0
3680,77,113080,2015,2040,8,166666,16,1
3681,31,112910,2019,2044,4,83333,16,0
3682,38,112900,2014,2039,9,187500,13,1
3683,56,112850,2015,2040,8,166666,11,1
